家居 	 家装 减碳 从 点滴 来 做起   实现 家居 装修 低碳 的 目标 “ 低碳 节能 ” 之风 吹遍 大江南北 的 时候 ， 也 深入 家装 人士 之心 。 作为 “ 定制 化 ” 程度 很 高 的 行业 ， 消费者 的 选择 决定 了 原材料 的 选择 、 生产 的 过程 和 成品 的 呈现 ， 只有 消费者 和 企业 一起 努力 ， 才能 真正 实现 “ 减碳 ” 。 在 装修 过程 中 怎么 做 才能 实现 “ 低碳 ” 目标 呢 ？ 专家 表示 ， 材料 、 设计 、 工程 哪个 环节 都 不能 少 。 一 、 设计 ： 简约 、 自然 最佳 低碳 家装 要 从 源头 — — 设计 抓起 。 首先 ， “ 轻 装修 、 重 装饰 ” 的 设计 理念 ， 可以 让 整体 工程 的 “ 碳 排量 ” 降下来 ， 在 低 碳 之 余 还 为 家装 费用 “ 减负 ” 。 其次 ， 空间设计 上应 考虑 利用 自然资源 、 自然通风 、 多向 采光 ， 减少 空调 及 照明设备 的 使用 。 采用 一些 特殊 的 节能 系统 ， 像 红外线 感应 灯光 开关 系统 实现 “ 人 走 灯 熄 ” 来 节约 电能 。 二 、 材料 ： 选用 环保 、 节能产品 在 设计 选材 上 ， 尽量 选用 环保 、 易 再生 、 可回收 的 装饰 材料 ， 少用 或 不用 纯实 木地板 ， 多用 复合 强化 地板 ， 如 竹地板 、 竹胶 饰面板 等 ； 用 水性漆 而 尽量 不用 油性 漆 ； 选用 工厂 加工 好 的 成品 或 半成品 。 在 保证 使用 功能 的 情况 下 ， 可 尽量 选择 耗电量 、 用水量 低 的 日常 用具 ， 减少 资源 浪费 和 水电 费用 支出 。 一些 可以 自行 调节 能耗 功能 的 产品 也 可 考虑 。 如 具有 随控 开关 的 面板 可以 方便 地 将 电器 电源 关掉 ， 避免 其 长期 处于 待机 状态 而 耗电 ， 还 可以 保护 电器 ； 带有 定时 控制阀 的 采暖系统 在 家中 无人 时 可 调低 室温 ， 待 需要 提高 温度 时 ， 使用 自控 调节阀 定时 调整 ， 达到 节能 的 效果 。 家装 公司 减碳 要点 家装 公司 的 所作所为 也 能 做到 减碳 。 1 、 节省 施工 照明用 电 ： 日常 施工 照明用 电 ， 采用 节能灯 取代 白炽灯 ； 油工 打磨 腻子 时用 防爆灯 ， 采用 瓦数 更 低 的 白炽灯 。 2 、 节省 施工 机具 用电 ： 采用 低 功率 气泵 、 电钻 取代 大功率 气泵 、 电钻 ； 采用 非 电动式 陶瓷 切割机 取代 大功率 云母 机 。 3 、 节省 施工 用水 ： 现场 使用 临时 水盆 ， 洗手 时 水盆 下水 接入 专用 存 水桶 内 ， 洗手 水 用于 冲厕 等 。 三 、 施工 ： 点滴 做起 多头并进 施工 工程 部分 是 家装 的 重点 ， 此 过程 减碳 一方面 要 在 过程 中 主动出击 直接 减少 碳 排量 ， 另一方面 是 为 家装 完成 后 的 “ 碳 排量 ” 打下基础 ， 做好 “ 卫士 ” 工作 。 1 、 直接 减排 瓷砖 采用 薄 贴法 ， 用 石膏板 轻质 隔墙 部分 代替 砖 砌墙 以及 采用 合理 防水 涂布 ， 都 可以 做到 直接 减排 。 专家 介绍 ， 传统 铺 贴法 采用 水泥砂浆 作为 瓷砖 粘贴 材料 ， 粘贴 层 厚度 为 20 - 30mm 。 薄贴 法则 采用 新型 的 瓷砖 粘贴 材料 ， 粘贴 层 厚度 仅为 2 - 4mm ， 材料 为 成品 ， 较 传统 方法 节省 大量 的 材料 和 施工 时间 ， 粘贴 强度 还 优于 传统 方法 。 出于 格局 改造 需要 ， 新建 墙体 也 很 常见 。 黏土砖 的 生产 存在 高能耗 、 严重 污染环境 的 问题 ， 用 其 砌 新建 墙 还 会 加重 楼梯 承载 。 石膏板 则 质轻 、 耐火 、 保温 ， 用 它 砌筑 轻质 墙 将 会 大为 节省 煤 、 水泥 用量 ， 从而 减少 碳 排量 。 2 、 减碳 卫士 更换 优质 门窗 、 做好 外墙 内 保温 、 减少 水电 备用 端口 等 可 作为 房屋建筑 一道 防止 能量 损失 的 墙 。 一些 老房 的 门窗 老化 、 生锈 ， 已经 成为 能源 损耗 的 “ 罪魁祸首 ” 。 年志仁 表示 ， 最好 能够 换上 密封 性能 好 的 门窗 产品 ， 铁窗 、 木窗 可 换成 塑钢窗 或 断桥 铝合金 窗 ， 窗玻璃 可 换成 中空 双层 玻璃 或 真空 双层 玻璃 。 做好 外墙 内 保温 系统 可以 减少 夏季 制冷 、 冬季 采暖 的 能耗 。 位于 顶层 、 西 向 、 把 角 的 户型 可 在 与 外部 相接 的 墙体 内侧 做 一个 保温层 ， 实现 隔热 、 保温 、 隔音 。 不少 业主 在 装修 中会 将 今后 可能 用到 的 端口 位置 都 预留 出来 。 事实上 ， 这些 备用 端口 的 使用率 极低 ， 不仅 会 造成 材料 浪费 ， 备用 强电 端口 还会 产生 电能 损耗 ， 水路 端口 会 留下 渗漏 、 爆管 等 隐患 ， 建议 合理 预留 端口 ， 不要 一味 求全 。 无绳电话 、 电冰箱 等 需要 长期 通电 使用 的 电器 ， 可 在 总控 开关 中 单独 布线 。 不 需用 电时 可 将 总控 开关 中 的 其他 开关 关掉 ， 既 可 减少 电能 损耗 ， 又 可 保证 电器 安全 ， 最大 程度 避免 电路 隐患 。 我要 评论 
 家居 	 基本 的 框架 已经 完成 ( 图 ) 相信 你 家里 一定 有 纸制 的 礼品 、 食品 、 化妆品 的 包装盒 吧 ， 那么 精美 的 盒子 做 废品 处理 掉 很 可惜 ， 有没有 想过 让 它 变身 成 日常用品 呢 ! 这里 我们 就 介绍 一款 由 纸盒 做成 的 灯箱 ， 很 容易 操作 哦 ， 你 不妨 试试看 ! 
 家居 	 堡 狮龙 玉兰 路 七号 洋房 ( 图 ) 罗氏 针织 除了 针织 本业 外 ， 其 家族 成员 ， 堡 狮龙 ( 0592 ) 主席 罗家 圣 近年 活跃 于 物业 投资 市场 ， 继月 前 以 逾 五 亿元 购入 尖 沙嘴 百乐 酒店 后 ， 最近 亦 斥资 3600 万元 向伦氏 家族 ， 购入 又 一村 玉兰 路 七号 洋房 。 
 家居 	 塑料 壁纸 一般 分为 两层 ( 图 ) 塑料 壁纸 一般 分为 两层 ， 表面 是 塑料 层 ， 基材 是 纸 基层 。 
 家居 	 塑造 华美 欧式 风格 的 婚房 ( 组图 ) 卧室 ， 体现 浪漫 婚房 ， 简雅 温馨 ， 背景墙 简约 但 不 简单 ， 在 金色 的 壁纸 映衬 下 更显 柔美 。 
 家居 	 墙上 小小的 装饰画   给 人 视觉 美感 ( 图 ) 绿色 和 白色 两种 基调 打造 简洁 自然 的 时尚家居 ， 适时 的 配饰 ， 自然 的 色调 ， 走进 房间 ， 清新 的 绿映 在 眼前 ， 身心 一下子 就 舒展 开来 ： 
 家居 	 墙上 小小的 装饰画 ( 图 ) 绿色 和 白色 两种 基调 打造 简洁 自然 的 时尚家居 ， 适时 的 配饰 ， 自然 的 色调 ， 走进 房间 ， 清新 的 绿映 在 眼前 ， 身心 一下子 就 舒展 开来 ： 
 家居 	 墙上 的 主要 装饰 是 大小不一 的 画框 ( 图 ) 经济 适用 男 的 定义 ： 身高 一般 、 发型 传统 ， 相貌 过目 即 忘 ; 性格 温和 ， 工资 无偿 上缴 给 老婆 ; 不 吸烟 、 不 喝酒 、 不 关机 、 不 赌钱 、 无 红颜 知己 ; 月薪 3000 ～ 10000 元 ， 有 支付 住房 首付 的 能力 ; 一般 从事 教育 、 IT 、 机械制造 、 技术类 行业 的 男人 。   “ 比 我 老公 顾家 的 没 我 老公 有钱 ， 比 我 老公 有钱 的 没有 我 老公 顾家 。 ” 当闺密 对 你 得意 地 说出 这 一句 话 时 ， 别 傻眼 ， 没错 ， 这 就是 最近 女白领 们 最 热 捧 的 “ 经济 适用 男 ” 。 时代 变更 ， 不少 女白领 的 择偶 目标 也 纷纷 从 “ 金龟婿 ” 变到 了 “ 经济 适用 男 ” 。 现在 就让 一起 看 下 经济 适用 男 的 温馨 公寓 是 啥 模样 !   
 家居 	 墙上 的 合影 ( 图 ) 总面积 1200 平米 ， 说 是 为 老爸 准备 的 ， 但是 走进 这个 位于 东直门 的 楼盘 的 时候 ， 在 样板间 里 的 墙上 还 发现 了 刘德华 的 照片 ， 而 照片 上 写 的 就是 老板 与 业主 的 合影 。 据 成龙 说 ， 这栋 楼里 有 8 个 朋友 在 这里 住 ， 刘德华 应该 就是 其中 一个 。 
 家居 	 墙上 色彩 鲜亮 的 小花 ( 图 ) 墙上 色彩 鲜亮 的 小花 ， 给 这个 房间 增色 不少 ， 这些 花朵 和 藤蔓 全都 是 用 小 刷子 徒手 画 上去 的 ， 你 也 可以 使用 一些 模具 来 绘出 效果 更好 的 图案 。 他们 同时 还 抵消 了 棕色 和 褐色 的 编织 床 、 床头柜 和 藤椅 色彩 上 的 不足 ， 让 这里 更加 的 明亮 。 
 家居 	 墙上 还 发现 了 刘德华 的 照片 ( 图 ) 总面积 1200 平米 ， 说 是 为 老爸 准备 的 ， 但是 走进 这个 位于 东直门 的 楼盘 的 时候 ， 在 样板间 里 的 墙上 还 发现 了 刘德华 的 照片 ， 而 照片 上 写 的 就是 老板 与 业主 的 合影 。 据 成龙 说 ， 这栋 楼里 有 8 个 朋友 在 这里 住 ， 刘德华 应该 就是 其中 一个 。 
 家居 	 墙体   二次 装修 的 重头戏 ( 图 ) 墙体   二次 装修 的 重头戏 对于 期望 通过 二次 装修 改变 房子 户型 的 业主 来说 ， 墙体 改造 是 最 有效 的 一个 手法 。 建议 一般 情况 下少动 墙体 结构 。 如果 墙体 在结构上 真的 十分 不合 人 意 ， 需要 拆掉 一些 墙 ， 将 空间 重新 整合 ， 这个 时候 一定 要 注意 不可 拆掉 承重墙 ， 改变 房屋 受力 结构 ， 也 不可 随意 在 承重墙 上 打洞 或 开门 ， 此种 情况 将 带来 极其 严重 的 隐患 。 如果 原有 的 墙体 已经 很 合理 了 ， 那么 在 二次 装修 中 ， 完全 可以 用 墙面漆 、 壁纸 或壁布 ， 给 墙面 一张 全新 的 面孔 ， 而且 这样 也 会 节省 不小 的 开支 。 二次 装修 中 ， 家具 是 十分 重要 的 一块 ， 给 爱家 更换 不同 的 缤纷色彩 ， 使 家具 迅速 “ 升级 ” 也 不失为 一个 有效 的 方法 。 像 衣柜 之类 体积 较大 的 家具 ， 因为 居室 空间 的 设计 定位 ， 不宜 在 色彩 上 发生 太大 的 变动 ， 建议 在 原有 色系 中 挑选 一种 适合 家居设计 的 色彩 。 如果 是 局部 更换 家具 ， 例如 休闲椅 、 单人 沙发 之类 则 可 选择 鲜亮 的 颜色 ， 增添 家中 的 鲜活 元素 。 家具 色彩 通常 是 与 空间设计 风格 相匹配 的 。 新 中式 室内设计 配以 深色 家具 ， 例如 暗红 、 褐色 之类 。 现代 风格 选择 的 色彩 就 比较 宽泛 ， 一直 流行 鲜艳 的 纯色 ， 正红 、 正黄 、 纯正 的 蓝色 大行其道 ， 就 连 彩条 纹样 颜色 极其 鲜艳 的 布艺 也 成为 热销 产品 。 相比之下 ， 带有 古典 花样 图案 的 典雅 织物 就 更 适合 老年人 的 居室 。 
 家居 	 墙体 的 空间感 用 玻璃镜 来 扩大 ( 图 ) 墙体 的 空间感 用 玻璃镜 来 扩大 ， 安置 一部分 玻璃镜 可以 让 自己 的 家 空间感 更强 ; 灯光 以 浅黄 柔和 的 色调 带 出 家居 温暖 氛围 。 
 家居 	 墙壁 为 特色 的 卧室 装饰 ( 图 ) 另 一间 卧房 。 我 发现 了 棉质 印花布 墙纸 之后 就 设法 发现 足够 以一 整个 墙壁 为 特色 的 卧室 装饰 。   轻 的 配件 是 你 所 不敢 想象 的 ， 是 偶然 地 垂 悬 了 与 接线 的 特长 长度 的 过 大 的 灯泡 。   下张 照片 显示 一幅 在 旧货店 找到 的 老 油画 和 现在 作为 花瓶 使用 的 二件 老 战利品 一个 老 档案 橱柜 作为 床头柜 。   
 家居 	 墙壁 没有 采用 任何 粉刷 效果 ( 图 ) 这里 ， 墙壁 没有 采用 任何 粉刷 效果 。 单纯 的 白色 ， 配以 浮雕 的 凹凸 效果 ， 趣味性 十足 。 让 人 无法 忽略 其 存在 ， 与 房间 的 整体 风格 也 搭配 和谐 。 
 家居 	 墙壁 的 颜色 宜柔合 ( 图 ) 3 . 墙壁 的 颜色 宜柔合   住家 墙壁 的 颜色 ， 尤其 是 卧室 的 墙壁 ， 及 床单 床 被 颜色 的 选择 ， 不可 过于 偏向 冷色 系 ， 冷色 系会 使 人 更为 忧虑 ,   一般而言 以 米色 或 米黄色 系为 宜 。 3 . 墙壁 的 颜色 宜柔合   住家 墙壁 的 颜色 ， 尤其 是 卧室 的 墙壁 ， 及 床单 床 被 颜色 的 选择 ， 不可 过于 偏向 冷色 系 ， 冷色 系会 使 人 更为 忧虑 ,   一般而言 以 米色 或 米黄色 系为 宜 。 
 家居 	 墙壁 的 鲜嫩 苹果绿 ( 图 ) 墙壁 的 鲜嫩 苹果绿 使 整个 空间 清爽 又 洁净 ， 无框 细长 的 镜子 和 两旁 长 管式 组合 灯具 显得 优雅 而 明快 。 
 家居 	 墙壁 被 漆成 了 绿色 与 蓝色 ( 图 ) 如果 你够 胆 ， 就让 色彩 更加 浓烈 一些 吧 ! 这个 楼梯间 的 墙壁 被 漆成 了 绿色 与 蓝色 ， 楼梯 则 铺上 了 鲜红 的 地毯 。 而白 与 黑 的 扶栏 缓和 了 整个 空间 给 人 的 冲击 。 如果 你够 胆 ， 就让 色彩 更加 浓烈 一些 吧 ! 这个 楼梯间 的 墙壁 被 漆成 了 绿色 与 蓝色 ， 楼梯 则 铺上 了 鲜红 的 地毯 。 而白 与 黑 的 扶栏 缓和 了 整个 空间 给 人 的 冲击 。 
 家居 	 墙纸 壁布 的 保养 ( 图 ) 墙纸 壁布 的 保养 ： 刚铺 贴 好 之后 ， 白天 应 打开 门窗 ， 保持 通风 ； 晚上 要 关闭 门窗 ， 防止 潮气 进入 ， 同时 也 防止 刚贴 上 墙面 的 墙纸 被 风吹 得 松动 ， 从而 影响 粘贴 的 牢固 程度 。 
 家居 	 墙面 以 青色 为主   有 草原 的 味道 ( 组图 ) 纯净 的 白色 是 最 玄妙 的 色彩 。 
 家居 	 墙面 固定 电脑 加油站 ( 图 ) 墙面 固定 电脑 加油站 不想 把 客厅 变得 性质 模糊 ， 可是 偶尔 还是 会 抱 着 电脑 加班 。 找 一面 1 米 宽 的 空白 墙面 ， 安装简单 的 电脑 加油站 。 它 总体 分为 三个 层次 ， 隔板 、 桌板 以及 电线 盒 ， 干净利落 ， 功能强大 。 你 不再 需要 抱 着 笔记本电脑 敲字 ， 也 不用 再 担心 电脑 辐射 和 本来 已经 很 受伤 的 脖子 和 肩 背部 肌肉 。 配合 旁边 的 书柜 ， 你 居然 在 10 平米 的 空间 中 也 能 拥有 一个 工作 区 了 。 因为 是 靠墙 安装 ， 一定 要 注意 光线 ， 平时 开着 客厅 的 顶灯 ， 再 加上 旁边 的 小 台灯 ， 亮度 应该 够用 了 。 
 家居 	 墙面 有着 朴素 的 美感 ( 图 ) 墙面 上 的 肌理 有着 朴素 的 美感 ， 处于 空间 中 的 色彩 淡雅 、 柔和 ， 虽然 没有 高纯度 的 亮色 ， 但 中性 色彩 的 花瓶 与 娇柔 的 花朵 调和 了 整个 空间 墙面 的 单调 。 
 家居 	 墙面 的 壁画 装饰 卧室 ( 图 ) 家居设计 是 一门 高深 的 艺术 ， 看似 简单 ， 实则 暗含 着 很多 常人 无法 想到 的 玄机 ， 一 起来 看看 真正 的 大师 是 如何 诠释 “ 家装 设计 ” 的 。 
 家居 	 墙面 简 装饰 主义 ( 组图 ) 一面 空洞 的 墙 总是 让 人 觉得 不够 完美 ， 在 墙面 上 简单 地挂 上 一幅 画 又 是 过于 常规 的 装饰 方法 ， 而 粉刷 墙面 、 重新 更换 墙纸 又 太 耗费 时间 和 精力 。 那么 ， 我们 还 能 用 什么 装饰 墙面 呢 ？ 其实 简单 常见 的 小 装饰物 也 可以 让 单调 的 墙面 焕发 出新 的 光彩 。 墙壁 的 温暖 画面 无论是 贴 上 漂亮 的 墙面 贴纸 ， 还是 在 墙面 上 描绘出 生动 的 图案 ， 都 会 让 原本 单调 的 墙面 拥有 独具 魅力 的 艺术 气质 。 时 下 自然主义 大行其道 ， 藤蔓 、 花朵 、 蝴蝶 等 自然 元素 在 这 一季 优雅 回归 ， 花鸟 和 植物 的 剪影 效果 也 正在流行 。 当 这些 线条 或繁 或 清新 ， 又 或 色彩 丰富 的 漂亮 图案 爬 上 最 需要 装饰 的 空白 墙面 时 ， 就 像 给 墙壁 穿 上 美丽 的 衣裳 ， 为 居室 带来 清新 、 愉悦 的 感受 。 
 家居 	 墙面 被 涂刷 成深 李子 色 ( 图 ) 优雅 餐厅 餐厅 的 墙面 被 涂刷 成深 李子 色 ， 好像 显得 有些 沉闷 。 而 具有 哑光 银 效果 的 墙面 装饰画 以及 白色 餐椅 ， 再 加上 线条 简单 的 配饰 ， 则 让 这里 顿时 拥有 了 优雅 好客 的 气氛 。 
 家居 	 墙面 设计 令人 疑窦丛生 ( 图 ) 别出心裁 的 楼梯 及 墙面 设计 令人 疑窦丛生 ， 踏着 五彩 的 地毯 ， 楼梯 的 尽头 是否 有着 童话般 的 神秘 与 浪漫 ? 楼梯扶手 上绘以 彩色 条纹 ， 更能 突显出 木制 感觉 ， 并 与 整个 空间 融为一体 。 楼梯 和 走廊 这样 狭小 的 空间 非常适合 使用 条纹 装饰 。 
 家居 	 墙饰   装饰性 粉刷 的 装饰 手法 ( 图 ) 墙饰 1 . 餐厅 的 装饰 受 二十世纪 一位 伟大 的 水彩画 大师 卡尔 · 拉松 他 的 餐厅 影响 。 2 . 利用 挂盘 和 装饰性 粉刷 的 装饰 手法 在 瑞典人 家里 已经 盛行 了 几个 世纪 ， 当年 流动 油漆匠 游走 在 乡村 里 ， 用 垂 花式 、 月桂花 彩 斑点 、 仿 大理石 花纹 等 粉刷 手法 装饰 墙面 ， 至今 如此 。 
 家居 	 增加 了 色彩 的 元素 ( 图 ) 增加 了 色彩 的 元素 后 ， 这个 客厅 现在 完全 是 个 舒适 的 聚会 空间 了 。 蓝色 的 墙面 使 空间 显得 更大 ， 局部 红色 墙面 增添 活力 ， 同 窗帘 一致 的 墙壁 颜色 ， 使 整个 房间 更 有 协调 感 和 个性 。 
 家居 	 增加 功能性 ( 图 ) 第 1 步   增加 功能性 像 规划 室内 一样 ， 露台 也 应该 合理 地 进行 功能 分区 ： 休憩 、 活动 、 就餐 ⋯ ⋯ 根据 需求 设置 空间 ， 才能 让 露台 变得 实用 起来 。 这片 露台 分 上下 两层 ， 上层 只有 25 平方米 ， 不算 宽敞 。 因为 进出 住宅 比较 方便 ， 主人 将 它 布置 成 了 轻松 舒适 的 谈话 和 用餐 场所 。 由于 位置 临街 ， 出入 方便 ， 这里 同时 也 是 招呼 朋友 的 好 地方 。 在 露台 下层 ， 一个 大大的 热水 浴盆 填充 了 很大 的 空间 。 水疗 变成 下层 露台 的 主要 功能 。 主人 在 按摩 浴缸 边 体贴 地 安置 了 舒适 的 座椅 ， 让 你 即使 在 享受 水疗 时 也 能 安然 地 与 家人 谈天说地 。 
 家居 	 增添 独具 个人 特色 的 一笔 ( 图 ) 有没有 总是 觉得 自己 的 卧室 特别 单调乏味 ， 不够 个性 不够 漂亮 吗 ？ 其实 只 需要 一点点 小小的 创意 就 可以 使 原本 平淡 的 卧室 变得 别具特色 ， 何不 现在 就 动手 自己 为 家里 陪伴 你 无数个 夜晚 的 床 设计 一个 精致 可爱 的 床头 板 ， 给 你 的 房间 中 增添 独具 个人 特色 的 一笔 。 
 家居 	 增添 阳光 气息 ( 图 ) 3 、 增添 阳光 气息 阳光 透过 用 植物 编织 的 竹帘 洒 进来 ， 使 房间 显得 更加 温暖 ， 漂亮 的 橡木 窗框 这时 也 显露 了 出来 。 墙壁 也 重新 以 黄色 作为 底色 ， 提亮 了 空间 色彩 ， 使 房间 显得 更加 温暖 。 
 家居 	 壁布 进行 吸尘 清洁 ( 图 ) 定期 对 墙纸 、 壁布 进行 吸尘 清洁 ， 注意 更换 吸尘器 吸头 。 日常 发现 特殊 脏迹 要 及时 擦除 ， 对 耐水 墙纸 可 用水 擦洗 ， 洗后 用 干 毛巾 吸干 即可 ； 对于 不 耐水 壁布 要 用 橡皮 等 擦拭 ， 或用 毛巾 蘸 些 清洁液 拧干 后 轻擦 。 
 家居 	 壁式 烛台   从 顶部 开始 ( 图 ) 壁式 烛台 1 . 、 为了 覆盖 锥形 部分 ， 你 需要 选用 较大 的 扇形 贝壳 ， 从 顶部 开始 粘贴 。 2 、 每 一排 都 选择 一些 小 一点 的 贝壳 ， 将 它们 互相 重叠 得 粘 在 一起 ， 就 像 鱼鳞 一样 。 3 、 图片 中 所有 的 作品 都 是 使用 强力胶 粘贴 而成 的 。 确保 将 用 强力胶 拈贴 过 的 作品 ， 放置 在 通风 良好 的 地方 ， 花 几个 小时 让 胶 凝固 。   
 家居 	 壁材 首选 硅藻 泥 ( 图 ) 壁材 首选 硅藻 泥 在 儿童房 装修 中 ， 墙面 装饰 材料 是 最大 污染源 之一 ， 也就是说 ， 涂料 和 油漆 的 隐患 最大 。 其 含有 的 甲醛 和 苯 是 危害 儿童 健康 的 最大 杀手 ， 专家 指出 ， 儿童房 甲醛 超标 5 倍 ， 即 有 引发 白血病 的 危险 。 目前 一些 涂料 挥发 的 有害物质 ， 平常人 感觉 不 出来 ， 仪器 也 很 难 检测 出来 ， 但 对 儿童 等 敏感 人群 却 有 不小 的 影响 。 因此 ， 为了 确保您 的 孩子 能够 健康成长 ， 儿童房 最好 采用 刺激性 较 小 的 水性 涂料 ， 6 岁 以下 儿童 居住 的 房间内 最好 不 使用 含铅 油漆 。 一些 有毒 有害 重金属 ( 可溶性 铅 、 镉 、 汞 、 铬 ) ， 主要 存在 于 内墙 涂料 的 颜料 中 。 据介绍 ， 越 鲜艳 的 油漆 和 涂料 中 的 重金属 物质 含量 越高 ， 与 孩子 接触 容易 造成 铅 、 汞 中毒 。 对此 ， 现在 市面上 已经 推出 几款 专用 的 儿童 漆 。 某 涂料 资深 人士 告诉 记者 ， 这些 儿童 漆 有害 重金属 含量 极低 ， 而且 它 全部 用 清水 调制 ， 能 大大降低 涂料 对 小孩 的 危害 。 不过 ， 记者 调查 了解 ， 目前 最 环保 的 壁材 当属 近年来 才 从 国外 引进 来 的 硅藻 泥 ， 虽然 价格 贵 ， 每平方米 达 200 ~ 300 元 ， 但 这种 天然 的 硅藻 矿物质 却 兼具 净化 空气 、 呼吸 调湿 、 抗菌 除臭 等 诸多 功能 ， 据说 在 日本 ， 它 已经 成为 幼儿园 和 儿童房 首选 的 装修 材料 。 
 家居 	 壁炉   赐予 温暖 ( 图 ) 壁炉   赐予 温暖 “ 爱是 掌心 美丽 的 玻璃 ， 越 想要 呵护 越难 把 它 握紧 ， 一个 人 的 感受 ， 像 一片 落叶 在 风中 旅游 ” 相传 在 每个 人 左手 的 无名指 上 ， 都 有 一条 通往 心脏 的 地铁 ， 它 输出 爱情 ， 承担责任 。 当 这样 的 音乐 划过 耳际 的 时候 ， 沙宝亮 拨动 着 吉他 ， 生 着火 ， 坐在 壁炉 旁边 。 这 是 他 在 家里 最 喜欢 待 的 地方 ， 与 音乐 有关 、 与 灵感 有关 、 与 家 有关 。 
 家居 	 壁炉 装饰 的 一大 技巧 ( 图 ) 对称 装饰 时 壁炉 装饰 的 一大 技巧 ， 对称 的 烛台 、 对称 的 灯具 或是 一面 精致 的 镜子 ， 都 能 成为 关注 的 焦点 。 一系列 的 小 花瓶 ， 则 更 能 展示 出 客厅 的 美丽 所在 。 
 家居 	 壁炉 视觉 焦点 在 哪 ( 图 ) 里 没 壁炉 时 视觉 焦点 在 哪 ？ 在 墙壁 上 竖 着 刷 一道 壁炉 那么 宽 的 明艳 色块 ， 然后 在 色块 上 悬挂 石膏 模型 ， 比如 装饰 用 的 天顶 模型 。 注意 ， 要 以 较为 奇特 的 方式 组合 。 
 家居 	 壁画 式 壁钟 最 唯美 浪漫 的 一种 ( 图 ) 壁钟 是 家居装饰 中 必不可少 的 装备 。 壁钟 的 种类 很多 ， 壁画 式 壁钟 则 是 壁钟 种类 中 最 唯美 浪漫 的 一种 ， 它 让 你 的 家 充满 了 艺术 ！ 
 家居 	 壁画 式 壁钟 装点 艺术家 居 ( 组图 ) 壁钟 是 家居装饰 中 必不可少 的 装备 。 壁钟 的 种类 很多 ， 壁画 式 壁钟 则 是 壁钟 种类 中 最 唯美 浪漫 的 一种 ， 它 让 你 的 家 充满 了 艺术 ！ 
 家居 	 壁画 的 保存期 是 最长 的 ( 图 ) 现在 家装 用 手绘 墙画 的 还 不 多 ， 对于 很多 业主 来讲 是 个 新鲜 的 东西 ， 对 比起 墙纸 和 墙 贴 ， 手绘 壁画 的 好处 就是 没有 胶水 之类 的 有害物质 ， 因为 新型 的 丙烯 颜料 附着力 很强 ， 所以 没有 画面 开裂 起卷 的 问题 ， 不怕 水 ， 壁画 的 保存期 是 最长 的 。 完全 的 个性化 是 它 最大 的 魅力 ， 简单 的 装饰 手绘 图案 不 需要 什么 很 高 的 技巧 ， 一般 工作室 都 能 画 。 一 起来 看看 手绘 墙 的 魅力 照 吧 。   
 家居 	 壁纸   调制 空间 效果 的 魔法师 ( 组图 ) 夏天 的 壁纸 可以 选用 清淡 花色 ， 或者 冷色 系 的 ， 都 能 起到 舒缓 的 效果 。 壁纸 越来越 多样化 ， 令 整面 墙 显得 更 亲近 自然 ， 按照 自己 的 喜好 去 选择 ， 它 就是 你 要 的 魔法师 。 
 家居 	 壁纸 更换 流程 ( 图 ) 壁纸 更换 流程 1   清扫 基层 ， 填补 缝隙 石膏板 面 接缝处 需贴 接缝 带 、 补 腻子 。 2   刮腻子 磨平 在 基层 处理 时 ， 必须 清理 干净 、 平整 、 光滑 。 3   涂刷 防潮 剂 防潮 涂料 应 涂刷 均匀 ， 不宜 太厚 。 4   裁纸 、 涂胶 可用 铅垂线 在 墙面 上 标明 壁纸 的 幅面 宽度 。 用上 胶机 在 壁纸 背面 涂胶 ， 这样 比 人工 涂胶 要 均匀 ， 同时 用 滚 刷 直接 在 墙面 上 涂胶 。 5   上墙 裱糊 、 拼缝 、 搭接 将 壁纸 贴 在 墙面 上 ， 边缘 对齐 ， 用 橡胶 滚 将 墙面 擀平 ， 赶压 胶粘剂 气泡 。 6   修整 用 壁纸 刀 将 天花 、 墙裙 和 窗户 等 处 多余 的 壁纸 裁掉 ， 并 擦净 胶水 。 
 家居 	 壁纸 的 厚重 色彩 与 沉闷 格调 ( 图 ) “ 糖果 色 ” ， 像 儿时 收集 的 糖纸 ， 在 这个 清爽 的 夏天 携 童真 与 娇媚 而 来 。 它 摒弃 了 以往 壁纸 的 厚重 色彩 与 沉闷 格调 ， 以 粉色 、 粉 蓝色 、 粉 绿色 、 粉 黄色 等 甜蜜 的 女性 色彩 为主 色调 。 “ 糖果 色 ” ， 像 儿时 收集 的 糖纸 ， 在 这个 清爽 的 夏天 携 童真 与 娇媚 而 来 。 它 摒弃 了 以往 壁纸 的 厚重 色彩 与 沉闷 格调 ， 以 粉色 、 粉 蓝色 、 粉 绿色 、 粉 黄色 等 甜蜜 的 女性 色彩 为主 色调 。 
